	Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts	Pathogenic_change
11403	LINC01677	105378884	8	8	0	0	0	1	0	0.0
11404	LINC01678	105377138	48	43	0	0	0	1	0	0.0
11405	LINC01679	101928399	46	41	0	0	0	1	0	0.0
11406	LINC01680	105371660	6	6	0	0	0	0	0	0.0
11407	LINC01681	105371609	9	9	0	0	0	0	0	0.0
11408	LINC01682	101927504	16	16	0	0	0	2	0	0.0
11409	LINC01683	105372746	46	41	0	0	0	3	0	0.0
11410	LINC01684	105372751	44	39	0	1	0	1	0	1.0
11411	LINC01685	105378656	2	2	0	0	0	0	0	0.0
11412	LINC01686	284648	7	7	0	0	0	0	0	0.0
11413	LINC01687	101927843	45	40	0	0	0	3	0	0.0
11414	LINC01688	105371644	7	7	0	0	0	0	0	0.0
11415	LINC01689	101927869	46	41	0	0	0	3	0	0.0
11416	LINC01690	102724502	35	30	0	0	0	1	0	0.0
11417	LINC01692	339622	43	38	0	0	0	1	0	0.0
11418	LINC01694	105372840	50	44	0	0	0	2	0	0.0
11419	LINC01695	101927973	42	37	0	0	0	3	0	0.0
11420	LINC01696	105372897	5	5	0	0	0	0	0	0.0
11421	LINC01697	284825	41	36	0	0	0	2	0	0.0
11422	LINC01698	101929476	5	5	0	0	0	0	0	0.0
11423	LINC01699	100287948	6	6	0	0	0	0	0	0.0
11424	LINC01700	101928435	41	36	0	0	0	1	0	0.0
11425	LINC01703	105373113	14	14	0	0	0	0	0	0.0
11426	LINC01704	646268	2	2	0	0	0	0	0	0.0
11427	LINC01706	101929312	16	16	0	0	0	3	0	0.0
11428	LINC01707	105378785	11	11	0	1	0	1	0	1.0
11429	LINC01708	101928270	4	4	0	0	0	1	0	-3.0
11430	LINC01709	105378872	5	5	0	0	0	1	0	0.0
11431	LINC01710	105372925	15	15	0	0	0	2	0	0.0
11432	LINC01711	79160	21	21	0	0	0	3	0	0.0
11433	LINC01712	101927542	2	2	0	0	0	0	0	-1.0
11434	LINC01713	105372516	13	13	0	0	0	1	0	0.0
11435	LINC01714	102724539	15	15	0	0	0	1	0	0.0
11436	LINC01716	105372682	7	7	0	0	0	1	0	0.0
11437	LINC01717	105372893	6	6	0	0	0	0	0	0.0
11438	LINC01718	100506470	6	6	0	0	0	0	0	0.0
11439	LINC01719	101928979	55	53	0	0	0	3	0	0.0
11440	LINC01720	440704	10	10	0	0	0	1	0	-15.0
11441	LINC01721	400839	6	6	0	0	0	0	0	-16.0
11442	LINC01722	101929486	16	16	0	0	0	4	0	0.0
11443	LINC01723	100505515	15	15	0	0	0	4	0	0.0
11444	LINC01724	105371673	8	8	0	0	0	2	0	0.0
11445	LINC01725	101927587	3	3	0	0	0	0	0	0.0
11446	LINC01726	101929608	5	5	0	0	0	0	0	0.0
11447	LINC01727	101929625	5	5	0	0	0	0	0	0.0
11448	LINC01728	105372626	2	2	0	0	0	0	0	0.0
11449	LINC01729	101929207	15	15	0	0	0	2	0	0.0
11450	LINC01730	101929125	15	15	0	0	0	3	0	0.0
11451	LINC01731	105371226	120	110	0	1	0	1	0	1.0
11452	LINC01732	101928973	6	6	0	0	0	0	0	0.0
11453	LINC01733	101926955	6	6	0	0	0	0	0	0.0
11454	LINC01734	339568	4	4	0	0	0	0	0	0.0
11455	LINC01736	101927532	16	16	0	0	0	2	0	0.0
11456	LINC01737	101927553	18	18	0	0	0	4	0	0.0
11457	LINC01739	105378769	11	11	0	0	0	1	0	0.0
11458	LINC01740	101929565	7	7	0	0	0	1	0	0.0
11459	LINC01741	101928778	8	8	0	0	0	0	0	0.0
11460	LINC01742	105376992	7	7	0	0	0	0	0	0.0
11461	LINC01743	255654	39	39	0	0	0	6	0	0.0
11462	LINC01744	101927683	15	15	0	0	0	0	0	0.0
11463	LINC01745	105373199	15	15	0	0	0	0	0	0.0
11464	LINC01746	105372608	3	3	0	0	0	0	0	0.0
11465	LINC01747	105372566	6	6	0	0	0	0	0	0.0
11466	LINC01748	105378763	12	12	0	0	0	2	0	0.0
11467	LINC01749	63930	15	15	0	0	0	2	0	0.0
11468	LINC01750	643355	3	3	0	0	0	0	0	0.0
11469	LINC01751	101929288	15	15	0	0	0	3	0	0.0
11470	LINC01752	101929395	13	13	0	0	0	1	0	0.0
11471	LINC01753	105378739	4	4	0	0	0	0	0	0.0
11472	LINC01754	102723442	4	4	0	0	0	0	0	0.0
11473	LINC01755	105378738	4	4	0	0	0	0	0	-2.0
11474	LINC01756	101928460	6	6	0	0	0	2	0	0.0
11475	LINC01757	105376827	3	3	0	0	0	1	0	0.0
11476	LINC01758	105378788	12	12	0	0	0	2	0	0.0
11477	LINC01760	100996630	1	1	0	0	0	0	0	0.0
11478	LINC01761	440594	1	1	0	0	0	0	0	-4.0
11479	LINC01762	101929023	3	3	0	0	0	0	0	0.0
11480	LINC01763	105378854	1	1	0	0	0	0	0	-1.0
11481	LINC01764	105372290	4	4	0	0	0	0	0	0.0
11482	LINC01766	102723617	3	3	0	0	0	0	0	0.0
11483	LINC01767	105378744	4	4	0	0	0	0	0	-1.0
11484	LINC01770	102724312	69	67	0	0	0	2	0	0.0
11485	LINC01772	107984921	7	7	0	0	0	0	0	0.0
11486	LINC01774	105372894	5	5	0	0	0	0	0	0.0
11487	LINC01775	101928602	8	8	0	0	0	1	0	0.0
11488	LINC01776	729987	5	5	0	0	0	2	0	0.0
11489	LINC01777	284661	33	33	0	0	0	0	0	0.0
11490	LINC01778	105378622	8	8	0	0	0	3	0	0.0
11491	LINC01780	105378934	5	5	0	0	0	1	0	0.0
11492	LINC01781	101927412	4	4	0	0	0	1	0	0.0
11493	LINC01782	101927411	6	6	0	0	0	1	0	0.0
11494	LINC01783	100132147	20	20	0	0	0	3	0	0.0
11495	LINC01784	105376745	22	22	0	0	0	1	0	0.0
11496	LINC01785	374890	9	9	0	0	0	3	0	0.0
11497	LINC01786	101928895	69	67	0	0	0	1	0	0.0
11498	LINC01787	101928241	2	2	0	0	0	1	0	0.0
11499	LINC01788	101927244	12	12	0	0	0	2	0	-1.0
11500	LINC01789	105373536	13	13	0	1	0	7	0	1.0
11501	LINC01790	101927431	11	11	0	0	0	0	0	0.0
11502	LINC01791	107985312	7	7	0	0	0	1	0	0.0
11503	LINC01792	100507140	15	15	0	0	0	0	0	0.0
11504	LINC01793	101927285	8	8	0	1	0	0	0	1.0
11505	LINC01794	101929700	5	5	0	0	0	0	0	0.0
11506	LINC01795	105374744	7	7	0	1	0	1	0	1.0
11507	LINC01796	105373518	8	8	0	0	0	1	0	0.0
11508	LINC01797	101927577	6	6	0	0	0	2	0	0.0
11509	LINC01798	100507073	6	6	0	0	0	2	0	-1.0
11510	LINC01799	101060019	5	5	0	0	0	1	0	0.0
11511	LINC01800	101927438	4	4	0	0	0	0	0	0.0
11512	LINC01801	400685	5	5	0	0	0	0	0	0.0
11513	LINC01802	105373852	10	10	0	0	0	0	0	0.0
11514	LINC01803	105373889	8	8	0	0	0	0	0	0.0
11515	LINC01804	101926966	13	13	0	0	0	1	0	0.0
11516	LINC01805	105374774	3	3	0	0	0	0	0	0.0
11517	LINC01806	100996579	5	5	0	0	0	0	0	0.0
11518	LINC01807	101928765	11	11	0	0	0	0	0	0.0
11519	LINC01808	105373460	10	10	0	0	0	0	0	0.0
11520	LINC01809	101928031	7	7	0	0	0	2	0	0.0
11521	LINC01810	105373400	12	12	0	0	0	0	0	0.0
11522	LINC01811	101928114	7	7	0	0	0	0	0	0.0
11523	LINC01812	101927701	5	5	0	0	0	2	0	-1.0
11524	LINC01813	101927165	3	3	0	0	0	0	0	-1.0
11525	LINC01814	101929567	13	13	0	0	0	1	0	0.0
11526	LINC01815	100507201	4	4	0	0	0	0	0	0.0
11527	LINC01816	100133985	3	3	0	0	0	1	0	0.0
11528	LINC01817	105373683	6	6	0	0	0	1	0	0.0
11529	LINC01818	105373684	7	7	0	0	0	2	0	0.0
11530	LINC01819	102723854	4	4	0	0	0	0	0	0.0
11531	LINC01820	105374582	5	5	0	0	0	1	0	0.0
11532	LINC01821	101927406	12	12	0	0	0	0	0	-1.0
11533	LINC01822	645949	8	8	0	0	0	0	0	0.0
11534	LINC01823	101927801	2	2	0	0	0	0	0	0.0
11535	LINC01826	107985818	9	9	0	0	0	2	0	0.0
11536	LINC01827	105373818	12	12	0	0	0	1	0	0.0
11537	LINC01828	102800447	6	6	0	0	0	2	0	-1.0
11538	LINC01829	644838	6	6	0	0	0	2	0	0.0
11539	LINC01830	105374322	9	9	0	0	0	0	0	0.0
11540	LINC01831	101927331	9	9	0	0	0	1	0	-1.0
11541	LINC01832	105373635	6	6	0	0	0	1	0	0.0
11542	LINC01833	107985879	8	8	0	0	0	3	0	0.0
11544	LINC01838	100652911	5	5	0	0	0	0	0	0.0
11545	LINC01839	105374251	16	16	0	0	0	0	0	-1.0
11546	LINC01840	100874079	16	16	0	0	0	0	0	0.0
11547	LINC01841	105372288	6	6	0	0	0	0	0	0.0
11548	LINC01842	101928845	6	6	0	0	0	0	0	0.0
11549	LINC01843	101927934	7	7	0	0	0	0	0	0.0
11550	LINC01844	101926975	6	6	0	0	0	1	0	0.0
11551	LINC01845	285627	6	6	0	0	0	1	0	0.0
11552	LINC01846	105379098	11	11	0	0	0	1	0	0.0
11553	LINC01847	101927766	6	6	0	0	0	1	0	0.0
11554	LINC01848	100289673	14	14	0	0	0	1	0	0.0
11555	LINC01849	105373507	11	11	0	0	0	3	0	0.0
11556	LINC01851	101927926	5	5	0	0	0	1	0	0.0
11557	LINC01852	107984773	6	6	0	0	0	0	0	-1.0
11558	LINC01853	105373647	4	4	0	0	0	1	0	0.0
11559	LINC01854	151121	5	5	0	0	0	1	0	0.0
11560	LINC01855	105372292	4	4	0	0	0	0	0	-1.0
11561	LINC01856	101927924	3	3	0	0	0	1	0	0.0
11562	LINC01857	102724714	11	11	0	0	0	1	0	0.0
11563	LINC01858	101929144	5	5	0	0	0	1	0	0.0
11564	LINC01859	101929164	6	6	0	0	0	2	0	0.0
11565	LINC01861	105378238	5	5	0	0	0	0	0	-1.0
11566	LINC01864	101928886	13	13	0	0	0	2	0	0.0
11567	LINC01865	105373350	32	32	0	0	0	7	0	0.0
11568	LINC01867	105374596	4	4	0	0	0	0	0	0.0
11569	LINC01869	284365	5	5	0	0	0	0	0	0.0
11570	LINC01871	101929531	13	13	0	0	0	1	0	0.0
11571	LINC01872	105372444	7	7	0	0	0	1	0	0.0
11572	LINC01873	729348	17	17	0	0	0	3	0	0.0
11573	LINC01874	727944	32	32	0	0	0	6	0	0.0
11574	LINC01875	101927362	30	30	0	0	0	5	0	0.0
11575	LINC01876	101929378	9	9	0	1	0	0	0	1.0
11576	LINC01877	101927641	13	13	0	0	0	0	0	0.0
11577	LINC01878	102725079	7	7	0	0	0	0	0	0.0
11578	LINC01879	400661	157	154	0	0	0	2	0	0.0
11579	LINC01880	105373979	76	69	0	9	0	5	0	9.0
11580	LINC01881	728323	37	34	0	18	0	4	0	18.0
11581	LINC01882	100996324	39	35	0	1	0	0	0	1.0
11582	LINC01883	100996902	5	5	0	0	0	1	0	0.0
11583	LINC01884	102723362	9	9	0	0	0	0	0	0.0
11584	LINC01885	105373538	12	12	0	0	0	7	0	0.0
11585	LINC01886	105373537	12	12	0	0	0	7	0	0.0
11586	LINC01887	102724470	44	39	0	0	0	1	0	0.0
11587	LINC01889	105373597	12	12	0	0	0	3	0	0.0
11588	LINC01890	105374791	3	3	0	0	0	0	0	0.0
11589	LINC01891	105373934	19	19	0	0	0	0	0	0.0
11590	LINC01892	105371969	53	48	0	0	0	3	0	0.0
11591	LINC01893	105372207	69	67	0	0	0	1	0	0.0
11592	LINC01894	105372030	18	16	0	0	0	1	0	0.0
11593	LINC01895	105371964	59	54	0	0	0	3	0	0.0
11594	LINC01896	645321	76	74	0	0	0	4	0	0.0
11595	LINC01898	100505853	65	63	0	0	0	1	0	0.0
11596	LINC01899	102724913	59	57	0	0	0	1	0	0.0
11597	LINC01900	102724208	19	17	0	0	0	0	0	0.0
11599	LINC01902	105372079	24	22	0	0	0	1	0	0.0
11600	LINC01903	101927430	52	50	0	0	0	2	0	0.0
11601	LINC01904	388456	67	62	0	0	0	8	0	0.0
11602	LINC01905	102724698	30	28	0	0	0	1	0	0.0
11604	LINC01907	151475	11	11	0	0	0	0	0	0.0
11605	LINC01908	105372037	18	16	0	0	0	1	0	0.0
11606	LINC01909	101927481	59	57	0	0	0	2	0	0.0
11607	LINC01910	101060542	59	57	0	0	0	2	0	0.0
11608	LINC01911	105373669	6	6	0	0	0	0	0	0.0
11609	LINC01912	105372175	52	50	0	0	0	1	0	0.0
11610	LINC01913	388942	5	5	0	0	0	0	0	0.0
11611	LINC01914	101929723	5	5	0	0	0	0	0	0.0
11612	LINC01915	729950	19	17	0	0	0	1	0	0.0
11613	LINC01917	101928167	26	24	0	0	0	1	0	0.0
11614	LINC01918	105373984	9	9	0	0	0	2	0	0.0
11615	LINC01919	102724651	26	24	0	0	0	1	0	0.0
11616	LINC01920	101929260	6	6	0	0	0	1	0	0.0
11617	LINC01921	101928327	6	6	0	0	0	0	0	0.0
11618	LINC01922	101927606	64	62	0	0	0	0	0	0.0
11619	LINC01923	101927619	16	16	0	0	0	1	0	0.0
11620	LINC01924	284294	44	42	0	0	0	2	0	0.0
11621	LINC01925	105376854	68	63	0	0	0	8	0	0.0
11622	LINC01926	105372147	31	29	0	0	0	1	0	0.0
11623	LINC01927	101927651	70	68	0	1	0	0	0	1.0
11624	LINC01928	105371994	41	37	0	0	0	1	0	0.0
11625	LINC01929	101927229	32	30	0	0	0	1	0	0.0
11627	LINC01931	150596	7	7	0	0	0	1	0	0.0
11628	LINC01932	105377682	6	6	0	0	0	1	0	0.0
11629	LINC01933	101927115	4	4	0	0	0	0	0	0.0
11630	LINC01934	101927156	13	13	0	1	0	0	0	1.0
11631	LINC01935	105373519	8	8	0	0	0	1	0	0.0
11632	LINC01936	285043	5	5	0	0	0	1	0	0.0
11633	LINC01937	105373962	37	37	0	0	0	1	0	0.0
11634	LINC01938	105377701	5	5	0	0	0	0	0	0.0
11635	LINC01939	101060385	33	33	0	0	0	7	0	0.0
11636	LINC01940	401039	39	39	0	0	0	1	0	0.0
11637	LINC01941	105373600	11	11	0	0	0	3	0	0.0
11638	LINC01942	105377736	7	7	0	0	0	0	0	0.0
11640	LINC01944	105377728	4	4	0	0	0	0	0	0.0
11641	LINC01945	101928067	6	6	0	0	0	2	0	-1.0
11642	LINC01946	105374449	6	6	0	0	0	0	0	0.0
11643	LINC01947	102557615	4	4	0	0	0	0	0	0.0
11644	LINC01948	102467147	4	4	0	0	0	1	0	0.0
11645	LINC01949	55338	9	9	0	0	0	0	0	0.0
11646	LINC01950	102467213	13	13	0	1	0	1	0	1.0
11647	LINC01951	441116	6	6	0	0	0	0	0	0.0
11648	LINC01953	105373863	9	9	0	0	0	1	0	0.0
11649	LINC01954	101929733	12	12	0	0	0	0	0	0.0
11650	LINC01957	101927059	12	12	0	0	0	0	0	0.0
11651	LINC01960	100128905	12	12	0	0	0	0	0	0.0
11652	LINC01962	102577426	10	10	0	0	0	3	0	0.0
11653	LINC01963	150967	7	7	0	0	0	0	0	0.0
11654	LINC01964	100996478	3	3	0	0	0	0	0	0.0
11655	LINC01966	105373662	7	7	0	0	0	1	0	0.0
11656	LINC01968	100507391	19	19	0	0	0	0	0	0.0
11657	LINC01969	101927230	5	5	0	0	0	0	0	0.0
11658	LINC01970	101929511	10	10	0	0	0	2	0	0.0
11659	LINC01971	105371927	7	7	0	0	0	0	0	0.0
11660	LINC01972	105374293	19	19	0	0	0	0	0	0.0
11661	LINC01973	400624	2	2	0	0	0	0	0	0.0
11662	LINC01974	105371798	3	3	0	0	0	1	0	0.0
11663	LINC01975	105371496	15	15	0	0	0	1	0	0.0
11664	LINC01976	107546764	5	5	0	0	0	0	0	0.0
11665	LINC01977	105371919	6	6	0	0	0	0	0	0.0
11666	LINC01978	101928738	6	6	0	0	0	0	0	0.0
11667	LINC01979	101928766	6	6	0	0	0	0	0	0.0
11668	LINC01980	105377007	4	4	0	0	0	0	0	0.0
11669	LINC01981	100996624	4	4	0	0	0	0	0	0.0
11670	LINC01982	105371830	5	5	0	0	0	1	0	0.0
11671	LINC01983	101929697	25	25	0	0	0	1	0	0.0
11672	LINC01985	101928015	3	3	0	0	0	0	0	0.0
11673	LINC01986	102723448	5	5	0	2	0	2	0	2.0
11674	LINC01987	100132174	2	2	0	0	0	0	0	0.0
11675	LINC01989	101927239	4	4	0	0	0	2	0	0.0
11676	LINC01990	101929607	9	9	0	0	0	1	0	0.0
11677	LINC01991	105374266	21	21	0	0	0	3	0	0.0
11678	LINC01992	105371708	1	1	0	0	0	1	0	0.0
11679	LINC01993	100996291	5	5	0	0	0	0	0	0.0
11680	LINC01994	401103	16	16	0	1	0	1	0	1.0
11681	LINC01995	105374244	15	15	0	0	0	1	0	0.0
11682	LINC01996	400568	18	18	0	0	0	5	0	0.0
11683	LINC01997	105374201	13	13	0	0	0	1	0	0.0
11685	LINC01999	388406	5	5	0	0	0	0	0	0.0
11686	LINC02000	100507210	8	8	0	0	0	1	0	0.0
11687	LINC02002	105371595	9	9	0	0	0	3	0	0.0
11688	LINC02003	146795	3	3	0	0	0	0	0	0.0
11689	LINC02004	105374119	9	9	0	0	0	1	0	0.0
11690	LINC02005	105377165	7	7	0	1	0	1	0	1.0
11691	LINC02006	105374165	5	5	0	0	0	0	0	0.0
11692	LINC02008	105377180	8	8	0	0	0	1	0	0.0
11693	LINC02009	105377068	1	1	0	0	0	0	0	0.0
11694	LINC02010	101927866	3	3	0	0	0	0	0	0.0
11695	LINC02011	152274	8	8	0	0	0	0	0	-1.0
11696	LINC02012	100129516	49	48	0	0	0	6	0	0.0
11697	LINC02013	105374272	20	20	0	0	0	0	0	0.0
11698	LINC02014	105374105	7	7	0	0	0	2	0	0.0
11699	LINC02015	102724550	15	15	0	0	0	1	0	0.0
11700	LINC02016	101927123	5	5	0	0	0	1	0	0.0
11701	LINC02017	105377096	4	4	0	0	0	1	0	0.0
11702	LINC02018	107986100	14	11	0	0	0	0	0	0.0
11704	LINC02020	107986164	16	16	0	1	0	1	0	1.0
11705	LINC02021	105374104	7	7	0	0	0	2	0	0.0
11706	LINC02022	105376955	9	9	0	0	0	1	0	0.0
11707	LINC02023	101928405	8	8	0	0	0	0	0	0.0
11708	LINC02024	105374057	10	10	0	0	0	2	0	0.0
11709	LINC02025	105377192	7	7	0	0	0	1	0	0.0
11710	LINC02026	647323	18	18	0	0	0	0	0	0.0
11711	LINC02027	728290	10	10	0	0	0	2	0	-1.0
11712	LINC02028	285389	18	18	0	0	0	0	0	0.0
11713	LINC02029	105374177	6	6	0	0	0	0	0	0.0
11714	LINC02030	105377098	4	4	0	0	0	1	0	0.0
11715	LINC02031	102724617	15	15	0	0	0	1	0	0.0
11716	LINC02032	100507461	5	5	0	0	0	0	0	0.0
11717	LINC02033	105377031	5	5	0	0	0	0	0	0.0
11718	LINC02035	100129550	10	10	0	0	0	1	0	0.0
11719	LINC02036	100505920	18	18	0	0	0	0	0	0.0
11720	LINC02037	101929337	18	18	0	0	0	0	0	0.0
11721	LINC02038	105374285	18	18	0	0	0	0	0	0.0
11722	LINC02039	102546228	12	12	0	0	0	2	0	0.0
11723	LINC02040	102724763	6	6	0	0	0	1	0	0.0
11724	LINC02041	105374261	19	19	0	0	0	0	0	0.0
11725	LINC02042	101929694	14	14	0	0	0	0	0	0.0
11726	LINC02043	102724699	15	15	0	0	0	0	0	0.0
11727	LINC02044	101929717	14	14	0	0	0	0	0	0.0
11728	LINC02045	105374146	5	5	0	0	0	0	0	0.0
11729	LINC02046	105374149	4	4	0	0	0	0	0	0.0
11730	LINC02047	101927346	7	7	0	0	0	1	0	0.0
11731	LINC02048	105374289	18	18	0	0	0	0	0	0.0
11732	LINC02049	101926983	12	12	0	0	0	4	0	0.0
11733	LINC02050	105377175	10	10	0	0	0	2	0	0.0
11734	LINC02052	253573	15	15	0	0	0	1	0	0.0
11735	LINC02053	100505609	13	13	0	0	0	0	0	0.0
11736	LINC02054	105374250	17	17	0	0	0	0	0	0.0
11737	LINC02055	107986980	26	25	0	0	0	0	0	0.0
11738	LINC02056	102477328	2	2	0	0	0	0	0	0.0
11739	LINC02057	105378992	6	6	0	0	0	0	0	0.0
11740	LINC02059	100505878	6	6	0	0	0	0	0	0.0
11741	LINC02060	102546226	11	11	0	0	0	0	0	0.0
11742	LINC02061	105374714	10	10	0	0	0	0	0	0.0
11743	LINC02063	105374627	51	51	0	0	0	1	0	0.0
11744	LINC02064	101929681	10	10	0	0	0	0	0	0.0
11745	LINC02065	101928741	8	8	0	0	0	3	0	0.0
11746	LINC02066	105374158	5	5	0	0	0	1	0	0.0
11747	LINC02067	101243545	10	10	0	0	0	2	0	0.0
11748	LINC02068	105374219	13	13	0	0	0	0	0	-1.0
11749	LINC02069	101928992	15	15	0	0	0	0	0	0.0
11750	LINC02070	101927494	6	6	0	0	0	1	0	0.0
11751	LINC02071	101927274	4	4	0	0	0	0	0	0.0
11752	LINC02072	440446	4	4	0	0	0	0	0	0.0
11753	LINC02073	105371828	4	4	0	0	0	0	0	0.0
11754	LINC02074	102723567	12	10	0	0	0	0	0	0.0
11755	LINC02075	101927207	6	6	0	0	0	1	0	0.0
11756	LINC02076	400579	56	56	0	0	0	0	0	0.0
11757	LINC02077	105377172	5	5	0	0	0	0	0	-2.0
11758	LINC02078	100652929	6	6	0	0	0	0	0	0.0
11759	LINC02079	105371766	2	2	0	0	0	0	0	0.0
11760	LINC02080	101928514	2	2	0	0	0	0	0	0.0
11761	LINC02082	100507661	13	13	0	0	0	1	0	0.0
11762	LINC02084	105377006	4	4	0	0	0	0	0	0.0
11763	LINC02086	105371809	5	5	0	0	0	1	0	0.0
11764	LINC02087	101928567	12	12	0	0	0	1	0	0.0
11765	LINC02088	105371582	10	10	0	3	0	2	0	3.0
11766	LINC02089	105371831	5	4	0	0	0	0	0	-3.0
11767	LINC02090	105371562	58	58	0	1	0	0	0	0.0
11768	LINC02091	100506371	12	12	0	0	0	3	0	0.0
11769	LINC02092	400620	3	3	0	0	0	0	0	-7.0
11770	LINC02093	105371541	3	3	0	0	0	0	0	-13.0
11771	LINC02097	101928205	3	3	0	0	0	0	0	-2.0
11772	LINC02098	105369564	34	34	0	0	0	0	0	0.0
11773	LINC02099	101929450	38	38	0	0	0	0	0	-2.0
11774	LINC02101	101928569	4	4	0	0	0	0	0	-1.0
11775	LINC02102	100505625	43	43	0	0	0	0	0	0.0
11776	LINC02103	105374698	12	12	0	0	0	0	0	0.0
11777	LINC02104	101926940	7	7	0	0	0	1	0	-12.0
11778	LINC02105	105378966	6	6	0	0	0	1	0	-4.0
11779	LINC02106	100287592	6	6	0	0	0	1	0	0.0
11780	LINC02107	105374731	9	9	0	0	0	1	0	0.0
11781	LINC02108	101928600	4	4	0	0	0	0	0	0.0
11782	LINC02109	101929660	10	10	0	0	0	0	0	-1.0
11783	LINC02110	105374729	9	9	0	0	0	1	0	-7.0
11784	LINC02111	401177	30	30	0	0	0	1	0	-3.0
11785	LINC02112	285692	47	45	0	0	0	2	0	-10.0
11786	LINC02113	102724855	9	9	0	0	0	0	0	0.0
11787	LINC02114	101929153	49	49	0	0	0	1	0	0.0
11788	LINC02115	102467212	10	10	0	0	0	0	0	0.0
11789	LINC02116	101929034	55	55	0	0	0	3	0	0.0
11790	LINC02118	105378960	5	5	0	0	0	1	0	-2.0
11791	LINC02119	101929745	8	8	0	0	0	0	0	-1.0
11792	LINC02120	340113	10	10	0	0	0	0	0	0.0
11793	LINC02121	105374631	48	48	0	0	0	0	0	-6.0
11794	LINC02122	105379036	1	1	0	0	0	0	0	0.0
11795	LINC02123	101929261	41	41	0	0	0	0	0	0.0
11796	LINC02124	105371048	13	13	0	0	0	1	0	0.0
11797	LINC02125	101928203	19	19	0	0	0	2	0	0.0
11798	LINC02126	101927650	8	8	0	0	0	0	0	0.0
11799	LINC02127	101927334	12	12	0	0	0	1	0	-5.0
11800	LINC02128	102724940	12	12	0	0	0	1	0	0.0
11801	LINC02129	105371156	13	13	0	0	0	3	0	0.0
11802	LINC02130	105447648	5	5	0	0	0	0	0	-1.0
11803	LINC02131	105371350	20	20	0	0	0	4	0	-21.0
11804	LINC02133	101927132	8	8	0	0	0	1	0	0.0
11805	LINC02134	105371238	8	8	0	0	0	1	0	-4.0
11806	LINC02135	146513	20	20	0	0	0	1	0	-1.0
11807	LINC02136	105371333	16	16	0	0	0	3	0	-1.0
11808	LINC02137	105371295	7	7	0	1	0	1	0	-2.0
11809	LINC02138	400558	27	27	0	0	0	1	0	-4.0
11810	LINC02139	400548	22	22	0	0	0	0	0	0.0
11811	LINC02140	100996345	5	5	0	0	0	0	0	0.0
11812	LINC02141	101927580	7	7	0	0	0	1	0	-1.0
11813	LINC02142	105374644	41	41	0	0	0	0	0	0.0
11814	LINC02143	101927835	8	8	0	0	0	2	0	0.0
11815	LINC02144	105379069	9	9	0	0	0	0	0	-219.0
11816	LINC02145	401172	43	43	0	0	0	0	0	-2.0
11817	LINC02146	105374677	29	29	0	0	0	1	0	0.0
11818	LINC02147	102467224	18	17	0	2	0	5	0	1.0
11819	LINC02148	100505811	15	14	0	0	0	4	0	-1.0
11820	LINC02149	101929454	37	37	0	0	0	1	0	0.0
11821	LINC02150	101929505	32	32	0	0	0	0	0	0.0
11824	LINC02153	286114	38	38	0	0	0	0	0	0.0
11828	LINC02159	285629	7	7	0	0	0	2	0	0.0
11829	LINC02160	105374716	11	11	0	0	0	0	0	-1.0
11830	LINC02162	105374624	53	53	0	0	0	2	0	0.0
11831	LINC02164	105371066	8	8	0	0	0	1	0	-8.0
11833	LINC02167	400533	5	5	0	0	0	1	0	0.0
11834	LINC02168	105371252	12	12	0	0	0	1	0	0.0
11835	LINC02169	100996338	5	5	0	0	0	0	0	-23.0
11836	LINC02171	100133461	51	51	0	0	0	2	0	0.0
11837	LINC02172	105377443	8	8	0	0	0	1	0	0.0
11838	LINC02173	105377355	2	2	0	0	0	0	0	0.0
11839	LINC02174	105377536	24	24	0	0	0	1	0	0.0
11840	LINC02175	283887	9	9	0	0	0	0	0	-1.0
11841	LINC02176	105371379	22	22	0	0	0	0	0	0.0
11842	LINC02177	101927009	7	7	0	0	0	1	0	0.0
11843	LINC02178	105371248	11	11	0	0	0	1	0	0.0
11844	LINC02179	101927228	8	8	0	0	0	1	0	0.0
11845	LINC02180	102467079	12	12	0	0	0	3	0	0.0
11846	LINC02181	440390	22	22	0	0	0	1	0	0.0
11847	LINC02182	101928880	23	23	0	0	0	1	0	0.0
11848	LINC02185	101927311	4	4	0	0	0	0	0	0.0
11849	LINC02186	101927348	4	4	0	0	0	0	0	0.0
11850	LINC02188	102724344	20	20	0	0	0	0	0	0.0
11851	LINC02189	101928614	20	20	0	0	0	0	0	0.0
11852	LINC02190	105371173	2	2	0	0	0	0	0	0.0
11853	LINC02191	105371146	9	9	0	0	0	0	0	0.0
11854	LINC02192	100507534	8	8	0	0	0	1	0	0.0
11855	LINC02194	105371142	9	9	0	0	0	0	0	0.0
11856	LINC02195	105371152	12	12	0	0	0	2	0	0.0
11857	LINC02197	102724392	9	9	0	0	0	1	0	0.0
11858	LINC02198	101928885	5	5	0	0	0	1	0	0.0
11859	LINC02199	101929284	41	41	0	1	0	0	0	1.0
11860	LINC02200	102467214	14	14	0	0	0	0	0	0.0
11861	LINC02201	101927379	13	13	1	0	0	3	0	0.0
11862	LINC02202	101927740	6	6	0	0	0	1	0	0.0
11863	LINC02203	727924	33	33	0	1	0	0	0	1.0
